case,TypeAcid,TotalDrivers,DeadPeople,Total_injuries,Unharmed,TypePlace,WeekDay,Month,HourNear,Motorcycle ,HeavyVehicle,LightVehicle,Vehicle,RoadType,Severity,DayOfYear,DayShift,Holidays,AccidentCause,AccidentClassification,DayPath ,WeatherCondition,Year,Latitude/Longitude
2443,collision with car ,6,2,5,0,Paved ,Wednesday ,5,10:00 PM,no,0,2,2,Paved ,yes,4,PM,no,Overspeed,with fatal victims ,Night,Clear ,2022,
2444,Pedestrian run over ,2,1,0,1,Paved ,Wednesday ,5,11:00 PM,no,1,0,1,Paved ,yes,4,PM,no,another ,with fatal victims ,Night,Clear ,2022,
2445,Overturns,4,2,2,0,Paved ,Wednesday ,5,10:30 PM,no,0,1,1,Paved ,yes,4,PM,no,Overspeed,with fatal victims ,Night,Clear ,2022,
2446,Overturns,6,3,3,0,Paved ,Thursday ,5,4:00 PM,no,1,0,1,Paved ,yes,5,PM,no,Overspeed,with fatal victims ,Dusk ,Clear ,2022,
2447,Overturns,1,0,1,0,Paved ,Thursday ,5,4:30 AM,no,1,0,1,Paved ,yes,5,AM,no,Overspeed,With injured victims ,down ,Clear ,2022,
2448,Pedestrian run over ,2,0,1,1,Paved ,Thursday ,5,5:00 PM,no,0,1,1,Paved ,yes,5,PM,no,Overspeed,With injured victims ,Dusk ,Clear ,2022,
2449,Overturns,2,0,2,0,Paved ,Thursday ,5,3:00 PM,no,0,1,1,Paved ,yes,5,PM,no,Lack of focus ,With injured victims ,middy,Clear ,2022,
2450,Collision with car ,1,0,1,0,Paved ,Friday ,5,5:45 AM,no,0,1,1,Paved ,yes,6,AM,yes,Lack of focus ,With injured victims ,down ,Clear ,2022,
2451,Collision with car ,2,0,2,0,Paved ,Friday ,5,2:00 AM,no,0,2,2,Paved ,yes,6,AM,yes,Overspeed,With injured victims ,Night,Clear ,2022,
2452,Collision with a fixed object ,1,0,1,0,Paved ,Friday ,5,11:30 AM,no,0,1,1,Paved ,yes,6,AM,yes,Overspeed,With injured victims ,Middy,Clear ,2022,
2453,Collision with car ,4,0,4,0,Paved ,Friday ,5,12:30 PM,no,2,0,2,Paved ,yes,6,PM,yes,Overspeed,With injured victims ,Middy,Clear ,2022,
2454,Pedestrian run over,2,1,0,1,Paved ,Thursday ,8,23:24,No,0,1,1,Paved ,Yes,17,Pm,No,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2455,Overturns,3,2,1,0,Paved ,Thursday ,8,8:00 PM,No,0,1,1,Paved ,Yes,17,Pm,No,Overspeed,With fatal victims ,Night ,Clear ,2023,
2456,Pedestrian run over,2,0,1,1,Paved ,Thursday ,8,10:00 PM,No,1,0,1,Paved ,Yes,17,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2457,Overturns,1,1,0,0,Paved ,Thursday ,8,5:30 AM,No,0,1,1,Paved ,Yes,17,Am,No,Overspeed,With fatal victims ,Dawn,Clear ,2023,
2458,Collision with a fixed object ,3,1,2,0,Paved ,Thursday ,8,11:30 AM,No,0,1,1,Paved ,Yes,17,Am,No,Overspeed,With fatal victims ,Midday,Clear ,2023,
2459,Overturns,2,0,1,1,Paved ,Friday ,8,5:30 PM,No,0,1,1,Paved ,Yes,18,Pm,Yes,Lack of focus,With injured victims ,Dusk,Clear ,2023,
2460,Collision with a car ,6,2,4,0,Paved ,Friday ,8,4:20 AM,No,0,2,2,Paved ,Yes,18,Am,Yes,Overspeed,With fatal victims ,Dawn,Clear ,2023,
2461,Collision with a fixed object ,1,0,1,0,Paved ,Saturday ,8,7:39 AM,No,0,1,1,Paved ,Yes,19,Am,Yes,Lack of focus,With injured victims ,Morning ,Clear ,2023,
2462,Collision with a car ,4,0,4,0,Paved ,Saturday ,8,9:07 PM,No,0,2,2,Paved ,Yes,19,Pm,Yes,Lack of focus,With injured victims ,Night ,Clear ,2023,
2463,Collision with a car ,3,2,0,1,Paved ,Sunday ,8,11:20 PM,No,2,0,2,Paved ,Yes,20,Pm,No ,Overspeed,With fatal victims ,Night ,Clear ,2023,
2464,Overturns,2,1,1,0,Paved ,Monday,8,2:45 AM,No,0,1,1,Paved ,Yes,21,Am,No ,Overspeed,With fatal victims ,Night ,Clear ,2023,
2465,Overturns,2,0,2,0,Paved ,Monday,8,12:00 PM,No,0,1,1,Paved ,Yes,21,Pm,No,Overspeed,With injured victims ,Midday,Clear ,2023,
2466,Overturns,2,1,1,0,Paved ,Monday,8,12:00 PM,No,1,0,1,Paved ,Yes,21,Pm,No,Overspeed,With fatal victims ,Midday,Clear ,2023,
2467,Run over animal,1,1,0,0,Paved ,Tuesday ,8,5:00 PM,No,0,1,1,Paved ,Yes,22,Pm,No,Lack of focus,With fatal victims ,Dusk,Clear ,2023,
2468,Collision with a car ,5,1,2,2,Paved ,Wednesday ,8,11:40 AM,No,1,1,2,Paved ,Yes,23,Am,No,Lack of focus,With fatal victims ,Midday,Clear ,2023,
2469,Overturns,1,0,1,0,Paved ,Thursday ,8,8:43 AM,No,0,1,1,Paved ,Yes,24,Am,No,Overspeed,With injured victims ,Morning ,Clear ,2023,
2470,Collision with a fixed object ,1,1,0,0,Paved ,Thursday ,8,5:00 PM,No,1,0,1,Paved ,Yes,24,Pm,No,Lack of focus,With fatal victims ,Dusk,Clear ,2023,
2471,Collision with a car ,10,2,8,0,Paved ,Saturday ,8,9:30 PM,No,0,2,2,Paved ,Yes,26,Pm,Yes,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2472,Pedestrian run over,2,0,1,1,Paved ,Sunday ,8,8:10 PM,No,0,1,1,Paved ,Yes,27,Pm,No ,Lack of focus,With injured victims ,Night ,Clear ,2023,
2473,Overturns,3,1,2,0,Paved ,Monday,8,11:40 AM,No,1,0,1,Paved ,Yes,28,Am,No,Overspeed,With fatal victims ,Midday,Clear ,2023,
2474,Pedestrian run over,2,0,1,1,Paved ,Tuesday ,8,11:00 PM,No,0,1,1,Paved ,Yes,29,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2475,Collision with a car ,2,1,1,0,Paved ,Wednesday ,8,7:10 AM,No,2,0,2,Paved ,Yes,30,Am,No,Irregular overtaking,With fatal victims ,Morning ,Clear ,2023,
2476,Collision with a car ,3,0,1,2,Paved ,Wednesday ,8,6:30 PM,No,0,2,2,Paved ,Yes,30,Pm,No,Lack of focus,With injured victims ,Dusk,Clear ,2023,
2477,Collision with a car ,2,0,2,0,Paved ,Friday ,9,11:30 AM,No,1,1,2,Paved ,Yes,1,Am,Yes,Lack of focus,With injured victims ,Midday,Clear ,2023,
2478,Collision with a car ,4,1,2,1,Paved ,Saturday ,9,1:40 PM,No,0,2,2,Paved ,Yes,2,Pm,Yes,Overspeed,With fatal victims ,Midday,Clear ,2023,
2479,Collision with a fixed object ,1,1,0,0,Paved ,Monday,9,11:00 AM,No,1,0,1,Paved ,Yes,4,Am,No,Overspeed,With fatal victims ,Morning ,Clear ,2023,
2480,Pedestrian run over,2,0,1,1,Paved ,Tuesday ,9,7:30 PM,No,0,1,1,Paved ,Yes,5,Pm,No ,Lack of focus,With injured victims ,Night ,Clear ,2023,
2481,Pedestrian run over,3,0,1,2,Paved ,Tuesday ,9,9:32 PM,No,0,2,2,Paved ,Yes,5,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2482,Collision with a car ,2,1,1,0,Paved ,Wednesday ,9,4:00 AM,No,0,2,2,Paved ,Yes,6,Am,No,Irregular rotation,With fatal victims ,Dawn,Clear ,2023,
2483,Collision with a fixed object ,1,0,1,0,Paved ,Thursday ,9,9:00 PM,No,1,0,1,Paved ,Yes,7,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2484,Collision with a fixed object ,2,1,1,0,Paved ,Thursday ,9,10:00 PM,No,0,1,1,Paved ,Yes,7,Pm,No,Overspeed,With fatal victims ,Night ,Clear ,2023,
2485,Pedestrian run over,2,0,1,1,Paved ,Friday ,9,11:40 AM,No,0,1,1,Paved ,Yes,8,Am,Yes,Lack of focus,With injured victims ,Midday,Clear ,2023,
2486,Collision with a car ,4,1,3,0,Paved ,Friday ,9,9:30 AM,No,0,2,2,Paved ,Yes,8,Am,Yes,Overspeed,With fatal victims ,Morning ,Clear ,2023,
2487,Overturns,2,0,2,0,Paved ,Friday ,9,2:30 PM,No,1,0,1,Paved ,Yes,8,Pm,Yes,Lack of focus,With injured victims ,Midday,Clear ,2023,
2488,Pedestrian run over,2,0,1,1,Paved ,Friday ,9,9:40 AM,No,0,1,1,Paved ,Yes,8,Am,Yes,Lack of focus,With injured victims ,Morning ,Clear ,2023,
2489,Collision with a car ,3,0,1,2,Paved ,Friday ,9,9:30 AM,No,0,2,2,Paved ,Yes,8,Pm,Yes,Lack of focus,With injured victims ,Morning ,Clear ,2023,
2490,Collision with a car ,3,0,3,1,Paved ,Saturday ,9,3:00 AM,No,0,2,2,Paved ,Yes,9,Am,Yes,Lack of focus,With injured victims ,Dawn,Clear ,2023,
2491,Collision with a car ,3,2,1,0,Paved ,Saturday ,9,6:45 PM,No,0,2,2,Paved ,Yes,9,Pm,Yes,Irregular overtaking,With fatal victims ,Dusk,Clear ,2023,
2492,Collision with a car ,2,1,1,0,Paved ,Sunday ,9,9:00 PM,No,1,1,2,Paved ,Yes,10,Pm,No,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2493,Pedestrian run over,2,0,1,1,Paved ,Sunday ,9,8:36 PM,No,1,0,1,Paved ,Yes,10,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2494,Collision with a car ,3,0,2,1,Paved ,Monday,9,6:30 AM,No,1,2,3,Paved ,Yes,11,Am,No,Irregular overtaking,With injured victims ,Morning ,Clear ,2023,
2495,Pedestrian run over,2,0,1,1,Paved ,Monday,9,11:00 AM,No,0,1,1,Paved ,Yes,11,Am,No,Lack of focus,With injured victims ,Morning ,Clear ,2023,
2496,Collision with a fixed object ,1,1,0,0,Paved ,Tuesday ,9,7:50 AM,No,0,1,1,Paved ,Yes,12,Am,No,Lack of focus,With fatal victims ,Morning ,Clear ,2023,
2497,Collision with a car ,5,1,3,1,Paved ,Wednesday ,9,11:00 AM,No,1,2,3,Paved ,Yes,13,Am,No,Irregular rotation,With fatal victims ,Morning ,Clear ,2023,
2498,Collision with a car ,2,0,2,0,Paved ,Wednesday ,9,12:45 PM,No,0,2,2,Paved ,Yes,13,Pm,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
2499,Overturns,3,1,2,0,Paved ,Thursday ,9,9:30 PM,No,1,0,1,Paved ,Yes,14,Pm,No,Overspeed,With fatal victims ,Night ,Clear ,2023,
2500,Collision with a car ,7,0,7,0,Paved ,Thursday ,9,1:45 PM,No,0,2,2,Paved ,Yes,14,Pm,No,Irregular overtaking,With injured victims ,Midday,Clear ,2023,
2501,Pedestrian run over,2,1,0,1,Paved ,Friday ,9,12:45 PM,No,0,1,1,Paved ,Yes,15,Pm,Yes,Lack of focus,With fatal victims ,Midday,Clear ,2023,
2502,Collision with a car ,4,1,3,0,Paved ,Friday ,9,2:36 PM,No,0,2,2,Paved ,Yes,15,Pm,Yes,Overspeed,With fatal victims ,Midday,Clear ,2023,
2503,Overturns,1,1,0,0,Paved ,Sunday ,9,12:00 PM,No,0,1,1,Paved ,Yes,17,Pm,No,Lack of focus,With fatal victims ,Midday,Clear ,2023,
2504,Collision with a car ,3,0,2,1,Paved ,Sunday ,9,8:00 AM,No,0,2,2,Paved ,Yes,17,Am,No,Irregular rotation,With injured victims ,Morning ,Clear ,2023,
2505,Collision with a fixed object ,1,0,1,0,Paved ,Sunday ,9,9:00 AM,No,0,1,1,Paved ,Yes,17,Am,No,Overspeed,With injured victims ,Morning ,Clear ,2023,
2506,Overturns,1,0,1,0,Paved ,Monday,9,3:00 PM,No,0,1,1,Paved ,Yes,18,Pm,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
2507,Overturns,1,0,1,0,Paved ,Monday,9,11:30 PM,No,1,0,1,Paved ,Yes,18,Pm,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
2508,Pedestrian run over,2,0,1,1,Paved ,Wednesday ,9,8:00 PM,No,0,1,1,Paved ,Yes,20,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2509,Collision with a car ,6,3,0,3,Paved ,Thursday ,9,2:30 AM,No,1,2,3,Paved ,Yes,21,Am,No,Overspeed,With fatal victims ,Dawn,Clear ,2023,
2510,Pedestrian run over,4,1,0,3,Paved ,Thursday ,9,12:10 PM,No,0,1,1,Paved ,Yes,21,Pm,No,Overspeed,With fatal victims ,Midday,Clear ,2023,
2511,Collision with a car ,3,1,2,0,Paved ,Thursday ,9,5:30 PM,No,0,2,2,Paved ,Yes,21,Pm,No,Overspeed,With fatal victims ,Dusk,Clear ,2023,
2512,Collision with a car ,3,1,2,0,Paved ,Thursday ,9,5:30 PM,No,0,2,2,Paved ,Yes,21,Pm,No,Irregular overtaking,With fatal victims ,Dusk,Clear ,2023,
2513,Collision with a fixed object ,2,2,0,0,Paved ,Friday ,9,3:05 AM,No,0,1,1,Paved ,Yes,22,Am,Yes,Overspeed,With fatal victims ,Dawn,Clear ,2023,
2514,Overturns,2,1,1,0,Paved ,Friday ,9,2:30 PM,No,0,1,1,Paved ,Yes,22,Pm,Yes,Lack of focus,With fatal victims ,Midday,Clear ,2023,
2515,Pedestrian run over,2,1,0,1,Paved ,Friday ,9,8:55 PM,No,1,0,1,Paved ,Yes,22,Pm,Yes,Irregular rotation,With fatal victims ,Night ,Clear ,2023,
2516,Overturns,5,1,4,0,Paved ,Friday ,9,10:48 PM,No,0,1,1,Paved ,Yes,22,Pm,Yes,Overspeed,With fatal victims ,Night ,Clear ,2023,
2517,Overturns,1,1,0,0,Paved ,Friday ,9,11:00 PM,No,0,1,1,Paved ,Yes,22,Pm,Yes,Overspeed,With fatal victims ,Night ,Clear ,2023,
2518,Collision with a fixed object ,2,1,1,0,Paved ,Saturday ,9,6:10 AM,No,0,1,1,Paved ,Yes,23,Am,Yes,Overspeed,With fatal victims ,Morning ,Clear ,2023,
2519,Collision with a car ,7,3,2,2,Paved ,Saturday ,9,3:00 PM,No,0,4,4,Paved ,Yes,23,Pm,Yes,Lack of focus,With fatal victims ,Midday,Clear ,2023,
2520,Collision with a car ,2,1,0,1,Paved ,Saturday ,9,4:30 PM,No,1,1,2,Paved ,Yes,23,Pm,Yes,Lack of focus,With fatal victims ,Dusk,Clear ,2023,
2521,Collision with a fixed object ,1,1,0,0,Paved ,Saturday ,9,9:10 PM,No,0,1,1,Paved ,Yes,23,Pm,Yes,Overspeed,With fatal victims ,Night ,Clear ,2023,
2522,Collision with a car ,3,0,2,1,Paved ,Saturday ,9,12:00 PM,No,0,2,2,Paved ,Yes,23,Pm,Yes,Overspeed,With injured victims ,Midday,Clear ,2023,
2523,Pedestrian run over,2,0,1,1,Paved ,Sunday ,9,6:05 AM,No,0,1,1,Paved ,Yes,24,Am,No,Lack of focus,With injured victims ,Morning ,Clear ,2023,
2524,Collision with a car ,6,0,6,0,Paved ,Wednesday ,9,11:40 AM,No,0,2,2,Paved ,Yes,27,Am,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
2525,Collision with a car ,3,0,2,1,Paved ,Wednesday ,9,9:15 PM,No,0,2,2,Paved ,Yes,27,Pm,No,Irregular rotation,With injured victims ,Night ,Clear ,2023,
2526,Collision with a car ,2,0,1,1,Paved ,Thursday ,9,3:05 PM,No,1,1,2,Paved ,Yes,28,Pm,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
2527,Collision with a fixed object ,1,0,1,0,Paved ,Friday ,9,7:00 AM,No,0,1,1,Paved ,Yes,29,Am,Yes,Lack of focus,With injured victims ,Morning ,Clear ,2023,
2528,Collision with a car ,4,0,2,2,Paved ,Friday ,9,5:40 PM,No,0,2,2,Paved ,Yes,29,Pm,Yes,Irregular overtaking,With injured victims ,Dusk,Clear ,2023,
2529,Collision with a car ,6,2,4,0,Paved ,Saturday ,9,5:45 PM,No,0,2,2,Paved ,Yes,30,Pm,Yes,Overspeed,With fatal victims ,Dusk,Clear ,2023,
2530,Collision with a car ,4,0,3,1,Paved ,Monday,10,11:15 AM,No,1,1,2,Paved ,Yes,2,Am,No,Irregular stops,With injured victims ,Midday,Clear ,2023,
2531,Collision with a car ,3,1,1,1,Paved ,Monday,10,1:40 AM,No,1,1,2,Paved ,Yes,2,Am,No,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2532,Overturns,1,1,0,0,Paved ,Monday,10,11:00 PM,No,1,0,1,Paved ,Yes,2,Pm,No,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2533,Collision with a fixed object ,1,0,1,0,Paved ,Tuesday ,10,9:30 PM,No,0,1,1,Paved ,Yes,3,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2534,Collision with a fixed object ,10,0,10,0,Paved ,Tuesday ,10,2:40 PM,No,1,0,1,Paved ,Yes,3,Pm,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
2535,Collision with a fixed object ,1,1,0,0,Paved ,Tuesday ,10,1:21 AM,No,0,1,1,Paved ,Yes,3,Am,No,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2536,Pedestrian run over,3,0,2,1,Paved ,Tuesday ,10,7:30 AM,No,0,1,1,Paved ,Yes,3,Am,No,Overspeed,With injured victims ,Morning ,Clear ,2023,
2537,Collision with a car ,2,1,1,0,Paved ,Tuesday ,10,10:00 AM,No,0,2,2,Paved ,Yes,3,Am,No,Overspeed,With fatal victims ,Morning ,Clear ,2023,
2538,Overturns,4,1,2,1,Paved ,Wednesday ,10,3:00 PM,No,1,0,1,Paved ,Yes,4,Pm,No,Lack of focus,With fatal victims ,Midday,Clear ,2023,
2539,Collision with a car ,2,1,0,1,Paved ,Thursday ,10,2:00 PM,No,1,1,2,Paved ,Yes,5,Pm,No,Overspeed,With fatal victims ,Midday,Clear ,2023,
2540,Pedestrian run over,3,1,1,1,Paved ,Thursday ,10,10:45 PM,No,1,0,1,Paved ,Yes,5,Pm,No,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2541,Pedestrian run over,2,1,0,1,Paved ,Thursday ,10,6:30 PM,No,0,1,1,Paved ,Yes,5,Pm,No,Lack of focus,With fatal victims ,Dusk,Clear ,2023,
2542,Collision with a car ,3,0,3,0,Paved ,Friday ,10,10:30 AM,No,2,0,2,Paved ,Yes,6,Am,Yes,Lack of focus,With injured victims ,Morning ,Clear ,2023,
2543,Collision with a fixed object ,1,1,0,0,Paved ,Saturday ,10,5:30 AM,No,0,1,1,Paved ,Yes,7,Am,Yes,Overspeed,With fatal victims ,Dawn,Clear ,2023,
2544,Collision with a car ,2,1,0,1,Paved ,Saturday ,10,11:00 PM,No,2,0,2,Paved ,Yes,7,Pm,Yes,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2545,Pedestrian run over,2,0,1,1,Paved ,Sunday ,10,1:20 PM,No,0,1,1,Paved ,Yes,8,Pm,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
2546,Collision with a car ,2,1,1,0,Paved ,Wednesday ,10,2:30 PM,No,0,2,2,Paved ,Yes,11,Pm,No,Overspeed,With fatal victims ,Midday,Clear ,2023,
2547,Pedestrian run over,2,0,1,1,Paved ,Wednesday ,10,12:30 PM,No,0,1,1,Paved ,Yes,11,Pm,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
2548,Overturns,4,1,3,0,Paved ,Sunday ,10,2:00 AM,No,0,1,1,Paved ,Yes,15,Am,No,Overspeed,With fatal victims ,Night ,Clear ,2023,
2549,Collision with a car ,2,0,1,1,Paved ,Monday,10,7:10 AM,No,1,1,2,Paved ,Yes,16,Am,No,Lack of focus,With injured victims ,Morning ,Clear ,2023,
2550,Pedestrian run over,2,0,1,1,Paved ,Monday,10,1:30 AM,No,0,1,1,Paved ,Yes,16,Am,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2551,Overturns,1,1,0,0,Paved ,Monday,10,7:30 AM,No,0,1,1,Paved ,Yes,16,Am,No,Overspeed,With fatal victims ,Morning ,Clear ,2023,
2552,Collision with a fixed object ,2,0,1,1,Paved ,Monday,10,4:48 AM,No,0,1,1,Paved ,Yes,16,Am,No,Overspeed,With injured victims ,Dawn,Clear ,2023,
2553,Collision with a fixed object ,3,1,2,0,Paved ,Wednesday ,10,1:00 AM,No,0,1,1,Paved ,Yes,18,Am,No,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2554,Collision with a fixed object ,4,1,3,0,Paved ,Wednesday ,10,9:30 AM,No,1,0,1,Paved ,Yes,18,Am,No,Lack of focus,With fatal victims ,Morning ,Clear ,2023,
2555,Collision with a car ,2,0,1,1,Paved ,Thursday ,10,12:30 PM,No,1,1,2,Paved ,Yes,19,Pm,No,Overspeed,With injured victims ,Midday,Clear ,2023,
2556,Pedestrian run over,2,0,2,0,Paved ,Friday ,10,2:20 AM,No,0,1,1,Paved ,Yes,20,Am,Yes,Irregular rotation,With injured victims ,Night ,Clear ,2023,
2557,Collision with a car ,6,4,2,0,Paved ,Friday ,10,11:00 PM,No,0,2,2,Paved ,Yes,20,Pm,Yes,Irregular overtaking,With fatal victims ,Night ,Clear ,2023,
2558,Collision with a car ,5,0,5,0,Paved ,Saturday ,10,5:15 PM,No,0,2,2,Paved ,Yes,21,Pm,Yes,Irregular rotation,With injured victims ,Dusk,Clear ,2023,
2559,Collision with a car ,2,1,0,1,Paved ,Sunday ,10,11:30 PM,No,1,0,1,Paved ,Yes,22,Pm,No,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2560,Pedestrian run over,2,0,1,1,Paved ,Sunday ,10,11:00 PM,No,0,1,1,Paved ,Yes,22,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2561,Pedestrian run over,2,1,0,1,Paved ,Monday,10,4:08 PM,No,0,1,1,Paved ,Yes,23,Pm,No,Lack of focus,With fatal victims ,Dusk,Clear ,2023,
2562,Pedestrian run over,2,0,1,1,Paved ,Wednesday ,10,8:09 PM,No,0,1,1,Paved ,Yes,25,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2563,Collision with a fixed object ,1,0,1,0,Paved ,Thursday ,10,10:00 AM,No,0,1,1,Paved ,Yes,26,Am,No,Overspeed,With injured victims ,Morning ,Clear ,2023,
2564,Collision with a fixed object ,3,0,3,0,Paved ,Friday ,10,9:31 PM,No,0,1,1,Paved ,Yes,27,Pm,Yes,Lack of focus,With injured victims ,Night ,Clear ,2023,
2565,Collision with a car ,3,0,2,1,Paved ,Sunday ,10,4:30 PM,No,0,2,2,Paved ,Yes,29,Pm,No,Irregular overtaking,With injured victims ,Dusk,Clear ,2023,
2566,Collision with a car ,11,0,11,0,Paved ,Wednesday ,11,6:30 PM,No,1,1,2,Paved ,Yes,1,Pm,No,Overspeed,With injured victims ,Dusk,Clear ,2023,
2567,Pedestrian run over,2,0,1,1,Paved ,Thursday ,11,4:40 PM,No,0,1,1,Paved ,Yes,2,Pm,No,Overspeed,With injured victims ,Dusk,Clear ,2023,
2568,Collision with a car ,2,1,1,0,Paved ,Thursday ,11,7:49 PM,No,0,2,2,Paved ,Yes,2,Pm,No,Overspeed,With fatal victims ,Night ,Clear ,2023,
2569,Collision with a car ,4,0,4,0,Paved ,Friday ,11,5:30 PM,No,0,2,2,Paved ,Yes,3,Pm,Yes,Lack of focus,With injured victims ,Dusk,Clear ,2023,
2570,Pedestrian run over,2,0,1,1,Paved ,Saturday ,11,7:45 PM,No,0,1,1,Paved ,Yes,4,Pm,Yes,Lack of focus,With injured victims ,Night ,Clear ,2023,
2571,Pedestrian run over,2,0,1,1,Paved ,Saturday ,11,11:18 PM,No,0,1,1,Paved ,Yes,4,Pm,Yes,Irregular rotation,With injured victims ,Night ,Clear ,2023,
2572,Collision with a car ,4,1,2,1,Paved ,Saturday ,11,2:34 PM,No,1,1,2,Paved ,Yes,4,Pm,Yes,Lack of focus,With fatal victims ,Midday,Clear ,2023,
2573,Collision with a car ,7,3,4,0,Paved ,Sunday ,11,10:00 PM,No,2,0,2,Paved ,Yes,5,Pm,No,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2574,Pedestrian run over,2,0,1,1,Paved ,Sunday ,11,5:18 PM,No,0,0,0,Paved ,Yes,5,Pm,No,Overspeed,With injured victims ,Dusk,Clear ,2023,
2575,Collision with a fixed object ,3,0,2,1,Paved ,Monday,11,10:00 PM,No,0,1,1,Paved ,Yes,6,Pm,No,Overspeed,With injured victims ,Night ,Clear ,2023,
2576,Collision with a car ,5,0,5,0,Paved ,Tuesday ,11,11:42 AM,No,1,0,1,Paved ,Yes,7,Am,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
2577,Collision with a car ,6,0,6,0,Paved ,Tuesday ,11,4:00 AM,No,0,2,2,Paved ,Yes,7,Am,No,Lack of focus,With injured victims ,Dawn,Clear ,2023,
2578,Collision with a fixed object ,1,1,0,0,Paved ,Wednesday ,11,8:30 AM,No,0,1,1,Paved ,Yes,8,Am,No,Overspeed,With fatal victims ,Morning ,Clear ,2023,
2579,Collision with a car ,2,0,1,1,Paved ,Friday ,11,11:30 AM,No,0,2,2,Paved ,Yes,10,Am,Yes,Lack of focus,With injured victims ,Midday,Clear ,2023,
2580,Collision with a fixed object ,3,3,0,0,Paved ,Friday ,11,2:30 AM,No,0,1,1,Paved ,Yes,10,Am,Yes,Overspeed,With fatal victims ,Night ,Clear ,2023,
2581,Collision with a car ,8,2,0,6,Paved ,Friday ,11,5:00 PM,No,1,2,3,Paved ,Yes,10,Pm,Yes,Irregular overtaking,With fatal victims ,Dusk,Clear ,2023,
2582,Collision with a car ,13,9,4,0,Paved ,Saturday ,11,4:30 PM,No,1,1,2,Paved ,Yes,11,Pm,Yes,Overspeed,With fatal victims ,Dusk,Clear ,2023,
2583,Pedestrian run over,2,0,1,1,Paved ,Saturday ,11,8:35 PM,No,0,1,1,Paved ,Yes,11,Pm,Yes,Lack of focus,With injured victims ,Night ,Clear ,2023,
2584,Pedestrian run over,3,0,2,1,Paved ,Tuesday ,11,5:30 PM,No,1,0,1,Paved ,Yes,14,Pm,No,Overspeed,With injured victims ,Dusk,Clear ,2023,
2585,Collision with a car ,3,0,1,2,Paved ,Thursday ,11,10:20 PM,No,0,2,2,Paved ,Yes,16,Pm,No,Lack of focus,With injured victims ,Night ,Clear ,2023,
2586,Collision with a car ,3,1,2,0,Paved ,Friday ,11,9:00 PM,No,1,1,2,Paved ,Yes,17,Pm,Yes,Overspeed,With fatal victims ,Night ,Clear ,2023,
2587,Overturns,6,1,5,0,Paved ,Friday ,11,2:32 PM,No,1,0,1,Paved ,Yes,17,Pm,Yes,Overspeed,With fatal victims ,Midday,Clear ,2023,
2588,Collision with a car ,11,3,6,2,Paved ,Saturday ,11,9:45 PM,No,0,4,4,Paved ,Yes,18,Pm,Yes,Overspeed,With fatal victims ,Night ,Clear ,2023,
2589,Collision with a fixed object ,1,1,0,0,Paved ,Saturday ,11,7:30 PM,No,0,1,1,Paved ,Yes,18,Pm,Yes,Overspeed,With fatal victims ,Night ,Clear ,2023,
2590,Collision with a car ,2,1,0,1,Paved ,Saturday ,11,7:00 PM,No,0,2,2,Paved ,Yes,18,Pm,Yes,Lack of focus,With fatal victims ,Night ,Clear ,2023,
2591,Overturns,1,1,0,0,Paved ,Monday,11,11:30 PM,No,0,1,1,Paved ,Yes,20,Pm,No,Overspeed,With fatal victims ,Night ,Clear ,2023,
2592,Pedestrian run over,2,0,1,1,Paved ,Monday,11,3:30 PM,No,0,1,1,Paved ,Yes,20,Pm,No,Lack of focus,With injured victims ,Midday,Clear ,2023,
