case,TypeAcid,TotalDrivers,DeadPeople,Total_injuries,Unharmed,TypePlace,WeekDay,Month,HourNear,Motorcycle ,HeavyVehicle,LightVehicle,Vehicle,RoadType,Severity,DayOfYear,DayShift,Holidays,AccidentCause,AccidentClassification,DayPath ,WeatherCondition,Year,Latitude/Longitude
2289,Pedestrian run over ,2,0,1,1,Paved ,Tuseday,3,9:00 PM,no,1,0,1,Paved ,yes,1,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2290,Collision with car ,2,1,0,1,Paved ,Tuseday,3,10:00 AM,no,2,0,2,Paved ,yes,1,AM,no,Lack of focus ,with fatal victims ,morning ,Clear ,2022,
2291,Pedestrian run over ,2,0,1,1,Paved ,Wednesday ,3,9:00 AM,no,1,0,1,Paved ,yes,2,AM,no,Lack of focus ,With injured victims ,morning ,Clear ,2022,
2292,Overturns,2,1,1,0,Paved ,Wednesday ,3,9:05 AM,no,0,1,1,Paved ,yes,2,AM,no,Overspeed,with fatal victims ,morning ,Clear ,2022,
2293,Pedestrian run over ,2,0,1,1,Paved ,Wednesday ,3,11:30 PM,no,0,1,1,Paved ,yes,2,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2294,Pedestrian run over ,2,0,1,1,Paved ,Wednesday ,3,11:30 AM,no,0,1,1,Paved ,yes,2,AM,no,Lack of focus ,With injured victims ,Middy,Clear ,2022,
2295,Collision with A fixed object ,2,1,1,0,Paved ,Thursday ,3,2:30 AM,no,0,1,1,Paved ,yes,3,AM,no,Overspeed,with fatal victims ,Night,Clear ,2022,
2296,Pedestrian run over ,2,1,0,1,Paved ,Friday ,3,7:00 PM,no,0,1,1,Paved ,yes,4,PM,yes,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2297,Overturns,1,0,1,0,Paved ,Friday ,3,1:36 AM,no,0,1,1,Paved ,yes,4,AM,yes,Overspeed,With injured victims ,Night,Clear ,2022,
2298,Collision with a fixed object ,1,0,1,0,Paved ,Sunday ,3,10:00 PM,no,1,0,1,Paved ,yes,6,PM,no,Overspeed,With injured victims ,Night,Clear ,2022,
2299,Collision with a fixed object ,1,0,1,0,Paved ,Sunday ,3,6:00 PM,no,1,0,1,Paved ,yes,6,PM,no,Overspeed,With injured victims ,Dusk ,Clear ,2022,
2300,Pedestrian run over ,2,0,1,1,Paved ,Sunday ,3,9:20 AM,no,1,0,1,Paved ,yes,6,AM,no,Irregular overtaking,With injured victims ,morning ,Clear ,2022,
2301,Collision with car ,3,0,3,0,Paved ,Sunday ,3,7:00 AM,no,2,0,2,Paved ,yes,6,AM,no,Lack of focus ,With injured victims ,morning ,Clear ,2022,
2302,Collision with car ,2,0,2,0,Paved ,Sunday ,3,9:05 AM,no,2,0,2,Paved ,yes,6,AM,no,Irregular overtaking,With injured victims ,morning ,Clear ,2022,
2303,Collision with car ,2,0,2,0,Paved ,Monday,3,7:00 PM,no,1,1,2,Paved ,yes,7,PM,no,Lack of focus ,With injured victims ,night,Clear ,2022,
2304,Pedestrian run over ,2,0,1,1,Paved ,Monday,3,10:40 PM,no,1,0,1,Paved ,yes,7,PM,no,Lack of focus ,With injured victims ,night,Clear ,2022,
2305,Collision with a fixed object ,1,0,1,0,Paved ,Monday,3,12:25 PM,no,1,0,1,Paved ,yes,7,PM,no,Lack of focus ,With injured victims ,Middy,Clear ,2022,
2306,Pedestrian run over ,2,1,0,1,Paved ,Tuseday,3,8:09 PM,no,1,0,1,Paved ,yes,8,pm,no,Lack of focus ,with fatal victims ,night,Clear ,2022,
2307,Collision with car ,1,0,1,0,Paved ,Tuseday,3,6:30 AM,no,1,0,1,Paved ,yes,8,AM,no,Lack of focus ,With injured victims ,down ,Clear ,2022,
2308,Collision with car ,2,0,2,0,Paved ,Tuseday,3,1:00 PM,no,2,0,2,Paved ,yes,8,PM,no,Lack of focus ,With injured victims ,Middy,Clear ,2022,
2309,Overturns,1,1,0,0,Paved ,Wednesday ,3,1:25 PM,no,0,1,1,Paved ,yes,9,PM,no,Overspeed,With injured victims ,Middy,Clear ,2022,
2310,Collision with car ,2,1,0,1,Paved ,Thursday ,3,10:55 AM,no,2,0,2,Paved ,yes,10,AM,no,Lack of focus ,with fatal victims ,morning ,Clear ,2022,
2311,Collision with car ,4,1,2,1,Paved ,Thursday ,3,3:30 PM,no,3,0,3,Paved ,yes,10,PM,no,Lack of focus ,with fatal victims ,Middy,Clear ,2022,
2312,Collision with a fixed object ,1,1,0,0,Paved ,Thursday ,3,9:00 AM,no,0,1,1,Paved ,yes,10,AM,no,Overspeed,with fatal victims ,morning ,Clear ,2022,
2313,Pedestrian run over ,2,0,1,1,Paved ,Thursday ,3,8:00 PM,no,0,1,1,Paved ,yes,10,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2314,Pedestrian run over ,2,0,1,1,Paved ,Thursday ,3,6:00 PM,no,0,1,1,Paved ,yes,10,PM,no,Lack of focus ,With injured victims ,Dusk ,Clear ,2022,
2315,Collision with a fixed object ,6,1,5,0,Paved ,Thursday ,3,10:00 AM,no,0,1,1,Paved ,yes,10,AM,no,Overspeed,with fatal victims ,morning ,Clear ,2022,
2316,Pedestrian run over ,2,1,0,1,Paved ,Thursday ,3,10:30 PM,no,0,1,1,Paved ,yes,10,PM,no,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2317,Collision with a fixed object ,3,1,2,0,Paved ,Friday ,3,8:20 PM,no,1,0,1,Paved ,yes ,11,PM,no,Overspeed,with fatal victims ,Night,Clear ,2022,
2318,Collision with car ,3,0,1,2,Paved ,Friday ,3,11:00 PM,no,2,0,2,Paved ,yes,11,PM,yes,Lack of focus ,With injured victims ,Night,Clear ,2022,
2319,Collision with car ,3,1,0,2,Paved ,Friday ,3,4:45 PM,no,1,1,2,Paved ,yes,11,PM,yes,Irregular rotation,with fatal victims ,Dusk ,Clear ,2022,
2320,Collision with car ,2,0,2,0,Paved ,Friday ,3,8:15 PM,no,1,1,2,Paved ,yes,11,PM,yes,Irregular rotation,With injured victims ,Night,Clear ,2022,
2321,Collision with a fixed object ,1,0,1,0,Paved ,Saturday ,3,7:49 PM,no,1,0,1,Paved ,yes,12,PM,yes,Overspeed,With injured victims ,Night,Clear ,2022,
2322,Pedestrian run over ,3,0,2,1,Paved ,Saturday ,3,12:07 PM,no,1,0,1,Paved ,yes,12,PM,yes,Lack of focus ,With injured victims ,Middy,Clear ,2022,
2323,Overturns,1,0,1,0,Paved ,Saturday ,3,3:30 AM,no,0,1,1,Paved ,yes,12,AM,yes,Lack of focus ,With injured victims ,down ,Clear ,2022,
2324,Overturns,1,0,1,0,Paved ,Saturday ,3,4:00 AM,no,0,1,1,Paved ,yes,12,AM,yes,Lack of focus ,With injured victims ,down ,Clear ,2022,
2325,Overturns,2,1,1,0,Paved ,Sunday ,3,6:30 PM,no,0,1,1,Paved ,yes,13,PM,no,Lack of focus ,with fatal victims ,Dusk ,Clear ,2022,
2326,Pedestrian run over ,2,0,1,1,Paved ,Sunday ,3,11:30 PM,no,0,1,1,Paved ,yes,13,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2327,Collision with car ,4,1,2,1,Paved ,Sunday ,3,10:45 PM,no,2,0,2,Paved ,yes,13,PM,no,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2328,Pedestrian run over ,2,0,1,1,Paved ,Tuseday,3,9:30 PM,no,0,1,1,Paved ,yes,15,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2329,Overturns,1,0,1,0,Paved ,Tuseday,3,4:00 PM,no,1,0,1,Paved ,yes,15,PM,no,Lack of focus ,With injured victims ,Dusk ,Clear ,2022,
2330,Collision with car ,2,1,0,1,Paved ,Tuseday,3,7:45 AM,no,2,0,2,Paved ,yes,15,AM,no,Irregular rotation,with fatal victims ,morning ,Clear ,2022,
2331,Overturns,2,1,1,0,Paved ,Wednesday ,3,11:25 PM,no,0,1,1,Paved ,yes,16,PM,no,Overspeed,with fatal victims ,Night,Clear ,2022,
2332,Collision with car ,3,0,1,2,Paved ,Thursday ,3,8:00 PM,no,3,0,3,Paved ,yes,17,PM,no,Irregular rotation,With injured victims ,Night,Clear ,2022,
2333,Pedestrian run over ,2,0,1,1,Paved ,Thursday ,3,4:30 PM,no,0,1,1,Paved ,yes,17,PM,no,Lack of focus ,With injured victims ,Dusk ,Clear ,2022,
2334,Pedestrian run over ,2,0,1,1,Paved ,Friday ,3,6:30 PM,no,0,1,1,Paved ,yes,18,PM,yes,Lack of focus ,With injured victims ,Dusk ,Clear ,2022,
2335,Collision with A fixed object ,1,0,1,0,Paved ,Saturday ,3,4:15 AM,no,0,1,1,Paved ,yes,19,AM,yes,Overspeed,With injured victims ,down ,Clear ,2022,
2336,Overturns,3,0,3,0,Paved ,Saturday ,3,5:00 AM,no,1,0,1,Paved ,yes,19,AM,yes,Lack of focus ,With injured victims ,down ,Clear ,2022,
2337,Pedestrian run over ,2,0,1,1,Paved ,Monday,3,11:40 PM,no,1,0,1,Paved ,yes,20,PM,no,Overspeed,With injured victims ,Night,Clear ,2022,
2338,Pedestrian run over ,3,0,2,1,Paved ,Sunday ,3,11:15 PM,no,0,1,1,Paved ,yes,20,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2339,Pedestrian run over ,2,1,0,1,Paved ,Sunday ,3,7:45 AM,no,1,0,1,Paved ,yes,20,AM,no,Irregular rotation,with fatal victims ,morning ,Clear ,2022,
2340,Collision with car ,2,0,1,1,Paved ,Monday,3,3:30 AM,no,1,1,2,Paved ,yes,21,AM,no,Lack of focus ,With injured victims ,down ,Clear ,2022,
2341,Collision with car ,2,1,1,0,Paved ,Monday,3,12:00 PM,no,2,0,2,Paved ,yes,21,PM,no,Overspeed,with fatal victims ,Middy,Clear ,2022,
2342,Collision with A fixed object ,1,1,0,0,Paved ,Wednesday ,3,3:10 AM,no,0,1,1,Paved ,yes,23,AM,no,Overspeed,with fatal victims ,down ,Clear ,2022,
2343,Collision with car ,2,1,0,1,Paved ,Wednesday ,3,7:10 AM,no,1,1,2,Paved ,yes,23,AM,no,Lack of focus ,with fatal victims ,down ,Clear ,2022,
2344,Pedestrian run over ,2,0,1,1,Paved ,Thursday ,3,10:33 PM,no,1,0,1,Paved ,yes,24,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2345,Collision with A fixed object ,2,0,2,0,Paved ,Thursday ,3,6:00 PM,no,1,0,1,Paved ,yes,24,PM,no ,Lack of focus ,With injured victims ,Dusk ,Clear ,2022,
2346,Pedestrian run over ,2,0,1,1,Paved ,Friday ,3,12:27 AM,no,1,0,1,Paved ,yes,25,AM,yes,Lack of focus ,With injured victims ,Night,Clear ,2022,
2347,Collision with car ,4,1,3,0,Paved ,Saturday ,3,8:00 PM,no,2,0,2,Paved ,yes,26,PM,yes,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2348,Pedestrian run over ,2,0,1,1,Paved ,Saturday ,3,12:00 PM,no,0,1,1,Paved ,yes,26,PM,yes,Lack of focus ,With injured victims ,Middy,Clear ,2022,
2349,Overturns,3,1,2,0,Paved ,Sunday ,3,2:30 PM,no,0,1,1,Paved ,yes,27,PM,no,Overspeed,with fatal victims ,Middy,Clear ,2022,
2350,Collision with a fixed object ,4,1,3,0,Paved ,Sunday ,3,2:30 PM,no,0,1,1,Paved ,yes,27,PM,no,Lack of focus ,with fatal victims ,Middy,Clear ,2022,
2351,Collision with a fixed object ,3,1,2,0,Paved ,Sunday ,3,3:05 PM,no,1,0,1,Paved ,yes,27,PM,no,Lack of focus ,with fatal victims ,Middy,Clear ,2022,
2352,Collision with a fixed object ,2,1,1,0,Paved ,Monday,3,7:00 PM,no,1,0,1,Paved ,yes,28,PM,no,Lack of focus ,with fatal victims ,Dusk ,Clear ,2022,
2353,Collision with car ,2,0,1,1,Paved ,Monday,3,1:00 PM,no,1,1,2,Paved ,yes,28,PM,no,Overspeed,With injured victims ,Middy,Clear ,2022,
2354,Collision with car ,3,0,1,2,Paved ,Tuseday,3,9:29 PM,no,1,1,2,Paved ,yes,29,PM,no,Lack of focus ,With injured victims ,night,Clear ,2022,
2355,Collision with car ,2,0,2,0,Paved ,Wednesday ,3,4:00 PM,no,0,2,2,Paved ,yes,30,PM,no,Irregular overtaking,With injured victims ,Middy,Clear ,2022,
2356,Collision with car ,5,1,2,2,Paved ,Wednesday ,3,2:30 PM,no,2,0,2,Paved ,yes,30,PM,no,Overspeed,with fatal victims ,Middy,Clear ,2022,
2357,Collision with car ,2,0,1,1,Paved ,Thursday ,3,12:00 PM,no,1,1,2,Paved ,yes,31,PM,no,Lack of focus ,With injured victims ,Middy,Clear ,2022,
2358,Collision with a fixed object ,1,1,0,0,Paved ,Thursday ,3,12:00 PM,no,1,0,1,Paved ,yes,31,PM,no,Overspeed,with fatal victims ,Middy,Clear ,2022,
2359,Collision with car ,2,1,0,1,Paved ,Thursday ,3,10:00 PM,no,0,2,2,Paved ,yes,31,PM,no,Irregular rotation,with fatal victims ,Night,Clear ,2022,
2360,Collision with car ,3,0,2,1,Paved ,Friday ,4,7:25 PM,no,2,1,3,Paved ,yes,1,PM,yes,Irregular overtaking,With injured victims ,Night,Clear ,2022,
2361,Collision with a fixed object ,1,0,1,0,Paved ,Friday ,4,12:00 PM,no,0,1,1,Paved ,yes,1,PM,yes,Lack of focus ,With injured victims ,Middy,Clear ,2022,
2362,Collision with car ,3,0,1,2,Paved ,Friday ,4,5:30 PM,no,2,0,2,Paved ,yes,1,PM,yes,Overspeed,With injured victims ,Dusk ,Clear ,2022,
2363,Overturns,4,1,3,0,Paved ,Saturday ,4,10:00 PM,no,1,0,1,Paved ,yes,2,PM,yes,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2364,Collision with a fixed object ,2,0,2,0,Paved ,Saturday ,4,6:00 PM,no,0,1,1,Paved ,yes,2,PM,yes,Lack of focus ,With injured victims ,Dusk ,Clear ,2022,
2365,Overturns,2,0,2,0,Paved ,Saturday ,4,1:30 AM,no,0,1,1,Paved ,yes,2,AM,yes,Overspeed,With injured victims ,Middy,Clear ,2022,
2366,Collision with a fixed object ,2,0,2,0,Paved ,Saturday ,4,5:00 AM,no,1,0,1,Paved ,yes,2,AM,yes,Overspeed,With injured victims ,down ,Clear ,2022,
2367,Collision with car ,2,0,2,0,Paved ,Saturday ,4,7:00 AM,no,2,0,2,Paved ,yes,2,AM,yes,Overspeed,With injured victims ,down ,Clear ,2022,
2368,Overturns,5,0,5,0,Paved ,Sunday ,4,2:00 AM,no,1,0,1,Paved ,yes,3,AM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2369,Collision with car ,2,1,0,1,Paved ,Sunday ,4,2:00 PM,no,1,1,2,Paved ,yes,3,PM,no,Irregular rotation,with fatal victims ,Middy,Clear ,2022,
2370,Collision with a fixed object ,4,2,2,0,Paved ,Sunday ,4,11:48 AM,no,0,1,1,Paved ,yes,3,AM,no,Lack of focus ,with fatal victims ,Middy,Clear ,2022,
2371,Pedestrian run over ,2,1,0,1,Paved ,Sunday ,4,9:29 PM,no,1,0,1,Paved ,yes,3,PM,no,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2372,Overturns,5,0,5,0,Paved ,Sunday ,4,1:56 PM,no,1,0,1,Paved ,yes,3,PM,no,Lack of focus ,With injured victims ,Middy,Clear ,2022,
2373,Collision with car ,2,1,1,0,Paved ,Sunday ,4,2:00 PM,no,2,0,2,Paved ,yes,3,PM,no,Lack of focus ,with fatal victims ,Middy,Clear ,2022,
2374,Pedestrian run over ,3,1,1,1,Paved ,Monday,4,11:56 PM,no,0,1,1,Paved ,yes,4,PM,no,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2375,Pedestrian run over ,2,1,0,1,Paved ,Monday,4,10:30 PM,no,0,1,1,Paved ,yes,4,PM,no,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2376,Collision with car ,2,1,1,0,Paved ,Tuseday,4,10:30 PM,no,1,1,2,Paved ,yes,5,PM,no,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2377,Pedestrian run over ,2,0,1,1,Paved ,Tuseday,4,5:00 PM,no,1,0,1,Paved ,yes,5,PM,no,Overspeed,With injured victims ,Dusk ,Clear ,2022,
2378,Collision with car ,3,0,3,0,Paved ,Wednesday ,4,1:00 AM,no,2,0,2,Paved ,yes,6,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2379,Collision with A fixed object ,1,0,1,0,Paved ,Wednesday ,4,10:30 PM,no,1,0,1,Paved ,yes,6,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2380,Pedestrian run over ,2,0,1,1,Paved ,Wednesday ,4,1:30 AM,no,1,0,1,Paved ,yes,6,AM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2381,Collision with car ,3,1,1,1,Paved ,Thursday ,4,2:00 PM,no,0,2,2,Paved ,yes,7,PM,no,Overspeed,with fatal victims ,Middy,Clear ,2022,
2382,Collision with car ,3,0,3,0,Paved ,Thursday ,4,4:14 PM,no,1,2,3,Paved ,yes,7,PM,no,Lack of focus ,With injured victims ,Dusk ,Clear ,2022,
2383,Pedestrian run over ,2,0,1,1,Paved ,Thursday ,4,10:00 PM,no,0,1,1,Paved ,yes,7,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2384,Pedestrian run over ,2,0,2,0,Paved ,Thursday ,4,11:00 PM,no,1,0,1,Paved ,yes,7,PM,no,another ,With injured victims ,Night,Clear ,2022,
2385,Pedestrian run over ,2,1,0,1,Paved ,Thursday ,4,12:15 PM,no,0,1,1,Paved ,yes,7,PM,no,another ,with fatal victims ,Middy,Clear ,2022,
2386,Overturns,1,0,1,0,Paved ,Friday ,4,9:25 PM,no,1,0,1,Paved ,yes,8,PM,yes,Lack of focus ,With injured victims ,Night,Clear ,2022,
2387,Overturns,1,1,0,0,Paved ,Friday ,4,10:35 PM,no,1,0,1,Paved ,yes,8,PM,yes,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2388,Overturns,1,0,1,0,Paved ,Friday ,4,5:00 PM,no,1,0,1,Paved ,yes,8,PM,yes,Overspeed,With injured victims ,Dusk ,Clear ,2022,
2389,Pedestrian run over ,2,2,0,1,Paved ,Friday ,4,4:56 PM,no,0,1,1,Paved ,yes,8,PM,yes,another ,with fatal victims ,Dusk ,Clear ,2022,
2390,Run over animal ,2,1,1,0,Paved ,Saturday ,4,11:25 PM,no,0,1,1,Paved ,yes,9,PM,yes,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2391,Collision with car ,3,0,1,2,Paved ,Sunday ,4,1:00 PM,no,2,0,2,Paved ,yes,10,PM,no,Overspeed,With injured victims ,Middy,Clear ,2022,
2392,Collision with car ,2,1,0,1,Paved ,Sunday ,4,12:15 PM,no,1,1,2,Paved ,yes,10,PM,no,Lack of focus ,with fatal victims ,Middy,Clear ,2022,
2393,Collision with car ,2,1,1,0,Paved ,Sunday ,4,1:00 PM,no,2,0,2,Paved ,yes,10,PM,no,Overspeed,with fatal victims ,Middy,Clear ,2022,
2394,Collision with A fixed object ,1,1,0,0,Paved ,Monday,4,9:30 PM,no,1,0,1,Paved ,yes,11,PM,no,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2395,Collision with car ,2,0,1,1,Paved ,Monday,4,4:00 PM,no,0,2,2,Paved ,yes,11,PM,no,Overspeed,With injured victims ,Dusk ,Clear ,2022,
2396,Collision with car ,11,0,11,0,Paved ,Monday,4,10:30 PM,no,2,0,2,Paved ,yes,11,PM,no,another ,With injured victims ,Night,Clear ,2022,
2397,collision with car ,2,1,0,1,Paved ,Tuseday,4,11:30 PM,no,2,0,2,Paved ,yes,12,PM,no,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2398,Collision with a fixed object ,1,0,1,0,Paved ,Wednesday ,4,10:30 AM,no,0,1,1,Paved ,yes,13,AM,no,Overspeed,With injured victims ,morning ,Clear ,2022,
2399,Collision with car ,2,0,1,1,Paved ,Wednesday ,4,12:03 PM,no,0,2,2,Paved ,yes,13,PM,no,Irregular overtaking,With injured victims ,Middy,Clear ,2022,
2400,Collision with car ,2,0,1,1,Paved ,Wednesday ,4,8:00 PM,no,0,2,2,Paved ,yes,13,PM,no,Overspeed,With injured victims ,night,Clear ,2022,
2401,Collision with a fixed object ,2,0,2,0,Paved ,Wednesday ,4,3:30 PM,no,0,1,1,Paved ,yes,13,PM,no,another ,With injured victims ,Middy,Clear ,2022,
2402,Overturns,2,0,2,0,Paved ,Thursday ,4,5:00 PM,no,1,0,1,Paved ,yes,14,PM,no,another ,With injured victims ,Dusk ,Clear ,2022,
2403,Collision with a fixed object ,2,0,1,1,Paved ,Thursday ,4,9:40 PM,no,0,1,1,Paved ,yes,14,PM,no,Overspeed,With injured victims ,night,Clear ,2022,
2404,Pedestrian run over ,2,0,1,1,Paved ,Saturday ,4,6:00 PM,no,0,1,1,Paved ,yes,16,PM,yes,Lack of focus ,With injured victims ,Dusk ,Clear ,2022,
2405,Collision with car ,3,1,1,1,Paved ,Saturday ,4,10:00 PM,no,1,1,2,Paved ,yes,16,PM,yes,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2406,Overturns,1,0,1,0,Paved ,Saturday ,4,2:00 AM,no,1,0,1,Paved ,yes,16,AM,yes,Overspeed,With injured victims ,Night,Clear ,2022,
2407,Collision with car ,2,0,2,0,Paved ,Saturday ,4,10:00 PM,no,1,1,2,Paved ,yes,16,PM,yes,Overspeed,With injured victims ,Night,Clear ,2022,
2408,Collision with car ,2,0,1,1,Paved ,Saturday ,4,10:00 PM,no,0,2,2,Paved ,yes,16,PM,yes,Overspeed,With injured victims ,Night,Clear ,2022,
2409,Pedestrian run over ,2,1,0,1,Paved ,Saturday ,4,10:00 PM,no,1,0,1,Paved ,yes,16,PM,yes,Overspeed,with fatal victims ,Night,Clear ,2022,
2410,Collision with car ,2,0,1,1,Paved ,Sunday ,4,10:00 PM,no,0,2,2,Paved ,yes,17,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2411,Collision with car ,4,0,4,0,Paved ,Sunday ,4,11:55 AM,no,2,0,2,Paved ,yes,17,AM,no,Lack of focus ,With injured victims ,Middy,Clear ,2022,
2412,Collision with car ,3,1,0,2,Paved ,Sunday ,4,11:40 AM,no,0,0,0,Paved ,yes,17,AM,no,Overspeed,with fatal victims ,Middy,Clear ,2022,
2413,Collision with car ,2,1,1,0,Paved ,Monday,4,12:30 PM,no,1,1,2,Paved ,yes,18,PM,no,Lack of focus ,with fatal victims ,Middy,Clear ,2022,
2414,Pedestrian run over ,2,0,1,1,Paved ,Monday,4,1:30 AM,no,1,0,1,Paved ,yes,18,AM,no,Overspeed,With injured victims ,Night,Clear ,2022,
2415,Collision with car ,3,0,2,1,Paved ,Monday,4,9:57 AM,no,0,2,2,Paved ,yes,18,AM,no,Irregular overtaking,With injured victims ,morning ,Clear ,2022,
2416,Pedestrian run over ,2,1,0,1,Paved ,Thursday ,4,1:40 AM,no,0,1,1,Paved ,yes,21,AM,no,another ,with fatal victims ,Night,Clear ,2022,
2417,Pedestrian run over ,2,1,0,1,Paved ,Thursday ,4,2:10 AM,no,0,1,1,Paved ,yes,21,AM,no,another ,with fatal victims ,Night,Clear ,2022,
2418,Overturns,3,0,3,0,Paved ,Thursday ,4,11:00 PM,no,1,0,1,Paved ,yes,21,PM,no,Overspeed,With injured victims ,Night,Clear ,2022,
2419,Collision with car ,3,1,0,2,Paved ,Thursday ,4,4:30 PM,no,1,1,2,Paved ,yes,21,PM,no,another ,with fatal victims ,Dusk ,Clear ,2022,
2420,Pedestrian run over ,2,1,0,1,Paved ,Friday ,4,10:30 PM,no,0,1,1,Paved ,yes,22,PM,yes,another ,with fatal victims ,Night,Clear ,2022,
2421,Collision with car ,2,0,1,1,Paved ,Saturday ,4,3:00 AM,no,1,1,2,Paved ,yes,23,AM,yes,Overspeed,With injured victims ,down ,Clear ,2022,
2422,Pedestrian run over ,2,1,0,1,Paved ,Saturday ,4,2:00 AM,no,1,0,1,Paved ,yes,23,AM,yes,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2423,Collision with a fixed object ,1,1,0,0,Paved ,Sunday ,4,10:00 PM,no,0,1,1,Paved ,yes,24,PM,no,Overspeed,with fatal victims ,Night,Clear ,2022,
2424,Pedestrian run over ,3,0,2,1,Paved ,Monday,4,2:00 AM,no,1,0,1,Paved ,yes,25,AM,no,Overspeed,With injured victims ,Night,Clear ,2022,
2425,Collision with a fixed object ,1,0,1,0,Paved ,Monday,4,9:30 AM,no,0,1,1,Paved ,yes,25,AM,no,Overspeed,With injured victims ,morning ,Clear ,2022,
2426,Collision with car ,3,1,1,1,Paved ,Tuseday,4,7:10 PM,no,1,1,2,Paved ,yes,26,PM,no,Irregular rotation,with fatal victims ,Dusk ,Clear ,2022,
2427,Collision with a fixed object ,2,0,1,1,Paved ,Tuseday,4,9:00 PM,no,0,1,1,Paved ,yes,26,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2428,Collision with car ,2,0,1,1,Paved ,Wednesday ,4,3:30 AM,no,0,1,1,Paved ,yes,27,AM,no,Overspeed,With injured victims ,down ,Clear ,2022,
2429,Pedestrian run over ,2,0,1,1,Paved ,Wednesday ,4,10:10 PM,no,0,1,1,Paved ,yes,27,PM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2430,Overturns,2,0,2,0,Paved ,Wednesday ,4,10:30 AM,no,1,0,1,Paved ,yes,27,AM,no,Overspeed,With injured victims ,morning ,Clear ,2022,
2431,Collision with a fixed object ,2,1,1,0,Paved ,Friday ,4,3:45 AM,no,0,1,1,Paved ,yes,29,AM,yes,Overspeed,with fatal victims ,down ,Clear ,2022,
2432,Pedestrian run over ,2,0,1,1,Paved ,Friday ,4,6:00 PM,no,1,0,1,Paved ,yes,29,PM,yes,another ,With injured victims ,Dusk ,Clear ,2022,
2433,Collision with a fixed object ,1,1,0,0,Paved ,Friday ,4,2:57 PM,no,1,0,1,Paved ,yes,29,PM,yes,Overspeed,with fatal victims ,Middy,Clear ,2022,
2434,Collision with car ,4,3,1,0,Paved ,Friday ,4,12:15 PM,no,1,1,2,Paved ,yes,29,PM,yes,another ,with fatal victims ,Middy,Clear ,2022,
2435,Pedestrian run over ,2,1,0,1,Paved ,Saturday ,4,1:50 AM,no,0,1,1,Paved ,yes,30,AM,yes,another ,with fatal victims ,Night,Clear ,2022,
2436,Pedestrian run over ,2,1,0,1,Paved ,Saturday ,4,3:50 AM,no,0,1,1,Paved ,yes,30,AM,yes,Overspeed,with fatal victims ,down ,Clear ,2022,
2437,collision with car ,2,1,1,0,Paved ,Sunday ,5,1:00 AM,no,2,0,2,Paved ,yes,1,AM,no,Overspeed,with fatal victims ,Night,Clear ,2022,
2438,Collision with a fixed object ,5,0,5,0,Paved ,Sunday ,5,1:30 AM,no,0,1,1,Paved ,yes,1,AM,no,Lack of focus ,With injured victims ,Night,Clear ,2022,
2439,Overturns,1,0,1,0,Paved ,Sunday ,5,1:30 AM,no,1,0,1,Paved ,yes,1,AM,no,Overspeed,With injured victims ,Night,Clear ,2022,
2440,Collision with car ,3,1,2,0,Paved ,Monday,5,9:00 PM,no,2,0,2,Paved ,yes,2,PM,no,Lack of focus ,with fatal victims ,Night,Clear ,2022,
2441,Pedestrian run over ,2,1,0,1,Paved ,Monday,5,12:30 PM,no,1,0,1,Paved ,yes,2,PM,no,Lack of focus ,with fatal victims ,Middy,Clear ,2022,
2442,Collision with a fixed object ,2,0,2,0,Paved ,Tuseday,5,6:30 PM,no,0,1,1,Paved ,yes,3,PM,no,Lack of focus ,With injured victims ,Dusk ,Clear ,2022,
